llamada_id,fecha,hora,franja_horaria,dia_semana,cliente,canal,agente_id,agente_antiguedad_meses,duracion_llamada,tiempo_espera,agentes_disponibles,motivo_llamada,fcr,escalada,csat,abandono
LC012665,2025-11-29,18:37,Tarde,Sabado,Banca,Inbound,AG030,41,342.8,15.0,5,Soporte tecnico,0.0,1,,0
LC012666,2025-11-29,19:10,Tarde,Sabado,Telco,Outbound,AG008,43,137.4,8.4,9,Otros,1.0,0,,0
LC012667,2025-11-29,19:11,Tarde,Sabado,Banca,Inbound,AG018,33,290.3,27.5,9,Facturacion,1.0,0,4.0,0
LC012668,2025-11-29,19:36,Tarde,Sabado,Telco,Inbound,AG016,1,317.6,27.1,4,Facturacion,1.0,0,4.5,0
LC012669,2025-11-29,19:39,Tarde,Sabado,Retail,Inbound,AG006,36,251.8,5.0,12,Cancelacion,1.0,0,,0
LC012670,2025-11-29,20:33,Noche,Sabado,Telco,Inbound,AG024,33,0.0,7.0,14,Otros,,0,,1
LC012671,2025-11-29,20:38,Noche,Sabado,Telco,Inbound,AG028,23,65.3,5.0,5,Soporte tecnico,1.0,0,3.5,0
LC012672,2025-11-29,20:41,Noche,Sabado,Telco,Inbound,AG032,47,340.0,11.0,9,Facturacion,1.0,0,,0
LC012673,2025-11-29,20:54,Noche,Sabado,Telco,Outbound,AG025,24,79.2,11.3,11,Facturacion,1.0,0,,0
LC012674,2025-11-29,21:16,Noche,Sabado,Telco,Inbound,AG028,23,214.9,5.0,14,Facturacion,1.0,0,,0
LC012675,2025-11-29,21:33,Noche,Sabado,Telco,Inbound,AG021,6,71.9,5.0,8,Soporte tecnico,1.0,1,4.5,0
LC012676,2025-11-29,21:34,Noche,Sabado,Banca,Inbound,AG008,43,356.3,5.0,12,Facturacion,1.0,1,4.0,0
LC012677,2025-11-29,22:03,Noche,Sabado,Telco,Chat,AG036,34,151.0,32.0,6,Soporte tecnico,1.0,0,3.0,0
LC012678,2025-11-29,22:48,Noche,Sabado,Telco,Inbound,AG009,23,516.8,5.0,12,Soporte tecnico,,0,,0
LC012679,2025-11-29,22:59,Noche,Sabado,Retail,Inbound,AG040,40,0.0,28.0,6,Soporte tecnico,,0,,1
LC012680,2025-11-29,22:59,Noche,Sabado,Telco,Inbound,AG021,6,0.0,5.0,14,Soporte tecnico,,0,,1
LC012681,2025-11-29,23:37,Noche,Sabado,Banca,Inbound,AG001,28,217.7,19.9,10,Cancelacion,1.0,1,4.0,0
LC012682,2025-11-29,23:49,Noche,Sabado,Telco,Inbound,AG004,16,0.0,5.0,10,Soporte tecnico,,0,,1
LC012683,2025-11-29,23:55,Noche,Sabado,Telco,Chat,AG010,14,741.6,5.0,12,Facturacion,1.0,0,,0
LC012684,2025-11-30,00:27,Noche,Domingo,Banca,Outbound,AG026,27,101.7,10.4,11,Soporte tecnico,1.0,0,3.5,0
LC012685,2025-11-30,00:57,Noche,Domingo,Telco,Inbound,AG040,40,304.6,17.0,14,Facturacion,1.0,0,4.5,0
LC012686,2025-11-30,01:08,Noche,Domingo,Retail,Inbound,AG003,45,0.0,11.2,13,Facturacion,,0,,1
LC012687,2025-11-30,01:27,Noche,Domingo,Telco,Inbound,AG044,30,339.8,15.2,6,Facturacion,,0,2.0,0
LC012688,2025-11-30,01:48,Noche,Domingo,Banca,Inbound,AG009,23,215.7,5.0,7,Facturacion,1.0,0,5.0,0
LC012689,2025-11-30,01:50,Noche,Domingo,Banca,Outbound,AG032,47,184.3,6.0,10,Cancelacion,1.0,0,,0
LC012690,2025-11-30,01:51,Noche,Domingo,Telco,Inbound,AG003,45,0.0,22.3,10,Otros,,0,,1
LC012691,2025-11-30,02:11,Noche,Domingo,Banca,Inbound,AG004,16,324.6,34.9,5,Otros,1.0,0,3.5,0
LC012692,2025-11-30,02:34,Noche,Domingo,Banca,Inbound,AG006,36,233.1,,7,Otros,1.0,0,,0
LC012693,2025-11-30,02:51,Noche,Domingo,Banca,Inbound,AG009,23,437.1,20.1,12,Cancelacion,1.0,0,3.0,0
LC012694,2025-11-30,02:55,Noche,Domingo,Retail,Outbound,AG026,27,184.4,5.0,12,Otros,1.0,0,,0
LC012695,2025-11-30,03:22,Noche,Domingo,Telco,Inbound,AG002,22,344.4,108.4,4,Cancelacion,1.0,0,,0
LC012696,2025-11-30,03:49,Noche,Domingo,Banca,Outbound,AG002,22,308.3,19.2,8,Soporte tecnico,1.0,1,,0
LC012697,2025-11-30,04:12,Noche,Domingo,Telco,Outbound,AG021,6,387.2,19.7,7,Soporte tecnico,1.0,1,,0
LC012698,2025-11-30,04:36,Noche,Domingo,Telco,Inbound,AG022,15,189.9,8.4,12,Facturacion,1.0,0,,0
LC012699,2025-11-30,05:00,Noche,Domingo,Telco,Chat,AG003,45,211.7,17.2,13,Facturacion,1.0,0,3.5,0
LC012700,2025-11-30,05:06,Noche,Domingo,Retail,Inbound,AG035,1,47.7,24.6,10,Soporte tecnico,1.0,0,3.5,0
LC012701,2025-11-30,05:37,Noche,Domingo,Telco,Inbound,AG038,18,186.4,7.8,4,Soporte tecnico,0.0,1,4.0,0
LC012702,2025-11-30,06:22,Noche,Domingo,Telco,Outbound,AG033,29,82.9,19.8,9,Cancelacion,1.0,0,2.0,0
LC012703,2025-11-30,06:38,Noche,Domingo,Telco,Inbound,AG015,22,0.0,5.0,14,Otros,,0,,1
LC012704,2025-11-30,07:14,Manana,Domingo,Telco,Inbound,AG011,32,667.6,11.2,7,Otros,1.0,0,,0
LC012705,2025-11-30,07:15,Manana,Domingo,Telco,Chat,AG010,14,0.0,55.2,7,Soporte tecnico,,0,,1
LC012706,2025-11-30,07:33,Manana,Domingo,Telco,Outbound,AG036,34,178.9,8.1,7,Otros,1.0,0,,0
LC012707,2025-11-30,08:05,Manana,Domingo,Telco,Inbound,AG014,19,248.3,21.1,4,Cancelacion,1.0,1,2.5,0
LC012708,2025-11-30,08:13,Manana,Domingo,Telco,Outbound,AG002,22,92.5,20.4,4,Facturacion,1.0,0,4.5,0
LC012709,2025-11-30,08:40,Manana,Domingo,Banca,Outbound,AG045,4,296.2,25.8,5,Soporte tecnico,1.0,0,,0
LC012710,2025-11-30,08:56,Manana,Domingo,Retail,Inbound,AG044,30,119.2,86.2,3,Soporte tecnico,1.0,0,4.5,0
LC012711,2025-11-30,09:01,Manana,Domingo,Telco,Inbound,AG037,18,521.8,24.2,5,Facturacion,1.0,0,5.0,0
LC012712,2025-11-30,09:05,Manana,Domingo,Retail,Chat,AG029,33,93.6,104.6,4,Soporte tecnico,1.0,0,3.0,0
LC012713,2025-11-30,09:06,Manana,Domingo,Telco,Chat,AG035,1,427.4,77.6,4,Soporte tecnico,1.0,0,3.0,0
LC012714,2025-11-30,10:06,Manana,Domingo,Banca,Inbound,AG020,36,269.2,29.0,5,Facturacion,1.0,0,4.0,0
LC012715,2025-11-30,10:06,Manana,Domingo,Telco,Inbound,AG021,6,0.0,21.1,4,Otros,,0,,1
LC012716,2025-11-30,10:33,Manana,Domingo,Retail,Outbound,AG034,31,0.0,14.7,4,Soporte tecnico,,0,,1
LC012717,2025-11-30,10:54,Manana,Domingo,Retail,Inbound,AG043,42,553.2,45.5,3,Facturacion,1.0,0,4.0,0
LC012718,2025-11-30,11:05,Manana,Domingo,Banca,Outbound,AG033,29,321.6,61.7,4,Cancelacion,1.0,0,3.0,0
LC012719,2025-11-30,11:14,Manana,Domingo,Retail,Inbound,AG019,19,0.0,21.5,5,Soporte tecnico,,0,,1
LC012720,2025-11-30,11:18,Manana,Domingo,Banca,Outbound,AG008,43,381.6,65.1,5,Soporte tecnico,1.0,0,,0
LC012721,2025-11-30,11:43,Manana,Domingo,Telco,Inbound,AG031,46,263.2,22.8,2,Otros,1.0,0,5.0,0
LC012722,2025-11-30,11:56,Manana,Domingo,Banca,Chat,AG011,32,117.8,73.3,4,Facturacion,1.0,0,3.5,0
LC012723,2025-11-30,12:19,Manana,Domingo,Telco,Inbound,AG008,43,364.1,73.3,2,Soporte tecnico,,0,4.0,0
LC012724,2025-11-30,12:34,Manana,Domingo,Telco,Inbound,AG025,24,442.1,10.5,5,Cancelacion,,0,3.0,0
LC012725,2025-11-30,12:42,Manana,Domingo,Banca,Outbound,AG020,36,297.9,35.9,2,Cancelacion,1.0,0,4.0,0
LC012726,2025-11-30,13:24,Tarde,Domingo,Banca,Inbound,AG038,18,0.0,5.0,10,Facturacion,,0,,1
LC012727,2025-11-30,13:28,Tarde,Domingo,Telco,Inbound,AG007,36,164.1,84.6,3,Cancelacion,1.0,1,3.5,0
LC012728,2025-11-30,13:40,Tarde,Domingo,Banca,Chat,AG013,27,294.5,14.0,12,Otros,1.0,0,,0
LC012729,2025-11-30,13:58,Tarde,Domingo,Banca,Inbound,AG039,6,185.2,20.5,5,Cancelacion,,1,,0
LC012730,2025-11-30,14:27,Tarde,Domingo,Telco,Outbound,AG043,42,0.0,56.8,7,Otros,,0,,1
LC012731,2025-11-30,15:01,Tarde,Domingo,Telco,Inbound,AG010,14,0.0,47.1,6,Soporte tecnico,,0,,1
LC012732,2025-11-30,15:14,Tarde,Domingo,Retail,Outbound,AG008,43,258.3,85.2,3,Soporte tecnico,1.0,0,3.0,0
LC012733,2025-11-30,15:32,Tarde,Domingo,Retail,Inbound,AG042,47,231.3,5.8,7,Facturacion,1.0,0,3.5,0
LC012734,2025-11-30,15:49,Tarde,Domingo,Telco,Inbound,AG043,42,0.0,8.8,3,Cancelacion,,0,,1
LC012735,2025-11-30,16:14,Tarde,Domingo,Telco,Outbound,AG020,36,442.1,15.6,10,Otros,1.0,0,,0
LC012736,2025-11-30,17:09,Tarde,Domingo,Telco,Inbound,AG017,5,620.6,5.0,12,Otros,1.0,0,,0
LC012737,2025-11-30,17:11,Tarde,Domingo,Telco,Chat,AG011,32,215.5,5.0,14,Facturacion,1.0,0,3.0,0
LC012738,2025-11-30,17:23,Tarde,Domingo,Telco,Outbound,AG016,1,276.9,5.0,8,Soporte tecnico,1.0,0,5.0,0
LC012739,2025-11-30,17:53,Tarde,Domingo,Retail,Outbound,AG037,18,171.2,5.0,9,Otros,1.0,0,2.5,0
LC012740,2025-11-30,18:32,Tarde,Domingo,Retail,Inbound,AG042,47,82.7,13.5,11,Facturacion,1.0,0,3.5,0
LC012741,2025-11-30,18:36,Tarde,Domingo,Retail,Inbound,AG032,47,0.0,5.0,13,Soporte tecnico,,0,,1
LC012742,2025-11-30,18:40,Tarde,Domingo,Telco,Inbound,AG026,27,331.0,9.5,10,Otros,1.0,0,,0
LC012743,2025-11-30,19:49,Tarde,Domingo,Telco,Inbound,AG037,18,257.2,10.6,3,Otros,1.0,0,,0
LC012744,2025-11-30,19:59,Tarde,Domingo,Banca,Inbound,AG009,23,41.6,29.4,4,Facturacion,1.0,0,,0
LC012745,2025-11-30,20:06,Noche,Domingo,Banca,Chat,AG035,1,128.3,77.4,4,Facturacion,1.0,0,,0
LC012746,2025-11-30,20:15,Noche,Domingo,Telco,Inbound,AG003,45,68.4,25.6,5,Soporte tecnico,1.0,0,3.0,0
LC012747,2025-11-30,20:16,Noche,Domingo,Banca,Outbound,AG031,46,238.8,7.6,7,Otros,1.0,0,4.0,0
LC012748,2025-11-30,20:31,Noche,Domingo,Banca,Inbound,AG042,47,199.7,5.0,8,Soporte tecnico,1.0,0,,0
LC012749,2025-11-30,20:37,Noche,Domingo,Banca,Inbound,AG007,36,509.2,9.0,5,Soporte tecnico,1.0,1,4.0,0
LC012750,2025-11-30,20:38,Noche,Domingo,Banca,Inbound,AG002,22,386.1,8.7,8,Otros,1.0,0,4.0,0
LC012751,2025-11-30,21:30,Noche,Domingo,Banca,Inbound,AG025,24,303.7,30.0,8,Soporte tecnico,1.0,0,,0
LC012752,2025-11-30,21:36,Noche,Domingo,Telco,Chat,AG040,40,231.3,36.2,12,Cancelacion,1.0,1,,0
LC012753,2025-11-30,21:54,Noche,Domingo,Banca,Chat,AG012,3,252.3,57.2,5,Soporte tecnico,1.0,0,4.0,0
LC012754,2025-11-30,22:01,Noche,Domingo,Telco,Outbound,AG030,41,305.4,12.8,6,Soporte tecnico,1.0,0,,0
LC012755,2025-11-30,22:16,Noche,Domingo,Telco,Chat,AG030,41,252.1,11.8,6,Facturacion,1.0,0,,0
LC012756,2025-11-30,22:28,Noche,Domingo,Telco,Inbound,AG029,33,188.0,10.9,3,Facturacion,1.0,0,3.5,0
LC012757,2025-11-30,23:49,Noche,Domingo,Telco,Inbound,AG041,1,197.4,3333.5,12,Otros,0.0,0,5.0,0
LC012758,2025-11-30,23:53,Noche,Domingo,Retail,Inbound,AG011,32,94.6,85.5,3,Facturacion,1.0,0,,0
LC012759,2025-11-30,23:53,Noche,Domingo,Telco,Outbound,AG023,36,322.8,36.5,6,Facturacion,1.0,0,,0
LC012760,2025-12-01,00:34,Noche,Lunes,Retail,Inbound,AG017,5,219.2,5.0,10,Soporte tecnico,1.0,0,,0
LC012761,2025-12-01,01:17,Noche,Lunes,Telco,Inbound,AG013,27,472.8,5.0,11,Soporte tecnico,1.0,0,,0
LC012762,2025-12-01,01:22,Noche,Lunes,Telco,Inbound,AG033,29,0.0,12.3,8,Soporte tecnico,,0,,1
LC012763,2025-12-01,01:30,Noche,Lunes,Banca,Chat,AG001,28,265.8,5.0,14,Soporte tecnico,1.0,0,4.5,0
LC012764,2025-12-01,01:57,Noche,Lunes,Telco,Outbound,AG040,40,456.8,5.0,14,Facturacion,1.0,0,3.0,0
LC012765,2025-12-01,02:28,Noche,Lunes,Banca,Inbound,AG013,27,225.6,19.2,5,Facturacion,1.0,0,4.5,0
LC012766,2025-12-01,02:30,Noche,Lunes,Telco,Chat,AG038,18,192.2,20.6,3,Facturacion,0.0,0,4.0,0
LC012767,2025-12-01,02:30,Noche,Lunes,Retail,Inbound,AG003,45,44.1,36.8,6,Otros,1.0,0,5.0,0
LC012768,2025-12-01,02:39,Noche,Lunes,Telco,Inbound,AG016,1,0.0,24.1,4,Soporte tecnico,,0,,1
LC012769,2025-12-01,03:22,Noche,Lunes,Banca,Inbound,AG042,47,72.8,9.2,14,Soporte tecnico,1.0,0,,0
LC012770,2025-12-01,03:41,Noche,Lunes,Telco,Inbound,AG007,36,272.2,9.5,9,Soporte tecnico,1.0,0,,0
LC012771,2025-12-01,04:43,Noche,Lunes,Banca,Inbound,AG003,45,0.0,8.1,5,Cancelacion,,0,,1
LC012772,2025-12-01,04:54,Noche,Lunes,Banca,Inbound,AG014,19,353.3,10.3,10,Soporte tecnico,1.0,1,5.0,0
LC012773,2025-12-01,04:58,Noche,Lunes,Telco,Chat,AG016,1,0.0,64.6,11,Cancelacion,,0,,1
LC012774,2025-12-01,05:12,Noche,Lunes,Telco,Inbound,AG004,16,213.0,5.0,6,Facturacion,0.0,0,,0
LC012775,2025-12-01,05:32,Noche,Lunes,Banca,Inbound,AG031,46,33.9,20.6,7,Soporte tecnico,1.0,0,,0
LC012776,2025-12-01,05:34,Noche,Lunes,Retail,Outbound,AG013,27,379.8,19.9,7,Otros,1.0,0,,0
LC012777,2025-12-01,06:09,Noche,Lunes,Telco,Outbound,AG027,11,743.9,17.3,10,Facturacion,1.0,0,,0
LC012778,2025-12-01,06:12,Noche,Lunes,Banca,Chat,AG001,28,3793.1,5.0,14,Cancelacion,1.0,0,3.0,0
LC012779,2025-12-01,06:24,Noche,Lunes,Banca,Inbound,AG025,24,301.0,5.0,3,Soporte tecnico,1.0,0,3.5,0
LC012780,2025-12-01,06:25,Noche,Lunes,Banca,Outbound,AG037,18,370.5,33.1,8,Soporte tecnico,1.0,0,3.5,0
LC012781,2025-12-01,06:38,Noche,Lunes,Retail,Inbound,AG044,30,90.3,5.0,13,Facturacion,1.0,0,3.5,0
LC012782,2025-12-01,06:49,Noche,Lunes,Banca,Inbound,AG011,32,4930.0,13.7,4,Facturacion,1.0,0,,0
LC012783,2025-12-01,07:56,Manana,Lunes,Retail,Inbound,AG009,23,354.8,25.9,11,Facturacion,1.0,0,,0
LC012784,2025-12-01,08:09,Manana,Lunes,Banca,Inbound,AG007,36,250.4,98.7,3,Otros,1.0,0,,0
LC012785,2025-12-01,08:50,Manana,Lunes,Telco,Inbound,AG014,19,0.0,55.9,3,Otros,,0,,1
LC012786,2025-12-01,09:14,Manana,Lunes,Banca,Outbound,AG030,41,102.6,38.9,2,Facturacion,1.0,0,2.5,0
LC012787,2025-12-01,09:25,Manana,Lunes,Retail,Inbound,AG024,33,135.0,115.9,1,Facturacion,1.0,0,3.5,0
LC012788,2025-12-01,09:33,Manana,Lunes,Retail,Chat,AG003,45,0.0,63.3,1,Soporte tecnico,,0,,1
LC012789,2025-12-01,09:39,Manana,Lunes,Telco,Chat,AG039,6,161.3,8.6,4,Soporte tecnico,0.0,0,,0
LC012790,2025-12-01,09:46,Manana,Lunes,Telco,Inbound,AG027,11,229.9,27.7,2,Cancelacion,0.0,1,,0
LC012791,2025-12-01,10:10,Manana,Lunes,Banca,Inbound,AG001,28,322.7,62.3,2,Cancelacion,1.0,0,3.0,0
LC012792,2025-12-01,10:13,Manana,Lunes,Banca,Inbound,AG038,18,0.0,,3,Cancelacion,,0,,1
LC012793,2025-12-01,10:32,Manana,Lunes,Telco,Inbound,AG026,27,790.2,5.0,3,Facturacion,1.0,0,3.5,0
LC012794,2025-12-01,10:50,Manana,Lunes,Telco,Chat,AG006,36,0.0,5.0,3,Facturacion,,0,,1
LC012795,2025-12-01,10:58,Manana,Lunes,Banca,Inbound,AG042,47,163.2,5.0,5,Otros,1.0,0,3.0,0
LC012796,2025-12-01,10:59,Manana,Lunes,Banca,Inbound,AG012,3,342.9,16.5,1,Soporte tecnico,1.0,0,4.5,0
LC012797,2025-12-01,11:00,Manana,Lunes,Retail,Inbound,AG038,18,410.2,42.1,4,Otros,1.0,0,4.5,0
LC012798,2025-12-01,11:31,Manana,Lunes,Retail,Outbound,AG035,1,116.4,19.4,4,Soporte tecnico,0.0,0,,0
LC012799,2025-12-01,11:47,Manana,Lunes,Telco,Inbound,AG010,14,96.7,5.0,2,Soporte tecnico,0.0,0,,0
LC012800,2025-12-01,12:37,Manana,Lunes,Retail,Chat,AG009,23,236.4,,3,Soporte tecnico,1.0,0,3.0,0
LC012801,2025-12-01,12:46,Manana,Lunes,Banca,Inbound,AG023,36,255.2,48.2,2,Facturacion,1.0,0,2.5,0
LC012802,2025-12-01,12:53,Manana,Lunes,Retail,Chat,AG030,41,216.8,108.7,1,Facturacion,1.0,0,,0
LC012803,2025-12-01,13:00,Tarde,Lunes,Telco,Chat,AG022,15,495.5,113.2,4,Otros,1.0,0,4.5,0
LC012804,2025-12-01,13:01,Tarde,Lunes,Telco,Outbound,AG009,23,0.0,11.7,7,Facturacion,,0,,1
LC012805,2025-12-01,13:26,Tarde,Lunes,Banca,Outbound,AG019,19,194.0,5.0,11,Facturacion,1.0,0,5.0,0
LC012806,2025-12-01,13:42,Tarde,Lunes,Retail,Inbound,AG008,43,180.1,11.9,10,Soporte tecnico,1.0,0,4.0,0
LC012807,2025-12-01,14:11,Tarde,Lunes,Retail,Chat,AG004,16,262.1,32.0,3,Soporte tecnico,1.0,0,2.0,0
LC012808,2025-12-01,14:19,Tarde,Lunes,Banca,Outbound,AG005,13,204.2,5.0,12,Facturacion,1.0,0,4.0,0
LC012809,2025-12-01,14:27,Tarde,Lunes,Telco,Inbound,AG019,19,301.2,12.3,10,Soporte tecnico,1.0,0,,0
LC012810,2025-12-01,14:40,Tarde,Lunes,Banca,Inbound,AG018,33,180.2,70.8,4,Soporte tecnico,1.0,0,3.5,0
LC012811,2025-12-01,15:40,Tarde,Lunes,Retail,Inbound,AG029,33,0.0,5.0,9,Otros,,0,,1
LC012812,2025-12-01,16:21,Tarde,Lunes,Banca,Outbound,AG019,19,481.0,7.9,3,Otros,1.0,0,4.0,0
LC012813,2025-12-01,17:01,Tarde,Lunes,Banca,Inbound,AG006,36,703.1,5.0,5,Otros,1.0,0,2.5,0
LC012814,2025-12-01,17:03,Tarde,Lunes,Telco,Outbound,AG005,13,96.0,15.4,9,Otros,1.0,0,,0
LC012815,2025-12-01,17:06,Tarde,Lunes,Banca,Outbound,AG043,42,155.5,10.4,12,Cancelacion,1.0,1,3.0,0
LC012816,2025-12-01,17:17,Tarde,Lunes,Banca,Inbound,AG005,13,618.6,5.0,3,Otros,0.0,0,,0
LC012817,2025-12-01,17:20,Tarde,Lunes,Retail,Chat,AG008,43,0.0,5.0,13,Facturacion,,0,,1
LC012818,2025-12-01,18:26,Tarde,Lunes,Banca,Outbound,AG027,11,503.0,19.9,11,Facturacion,1.0,0,5.0,0
LC012819,2025-12-01,18:46,Tarde,Lunes,Banca,Inbound,AG037,18,112.1,16.6,6,Cancelacion,0.0,0,2.0,0
LC012820,2025-12-01,18:56,Tarde,Lunes,Retail,Chat,AG043,42,175.4,11.4,7,Otros,1.0,0,4.0,0
LC012821,2025-12-01,19:00,Tarde,Lunes,Telco,Chat,AG045,4,346.7,16.3,5,Cancelacion,,0,3.0,0
LC012822,2025-12-01,19:30,Tarde,Lunes,Telco,Outbound,AG038,18,346.7,5.0,11,Facturacion,1.0,0,4.0,0
LC012823,2025-12-01,19:38,Tarde,Lunes,Banca,Inbound,AG037,18,58.1,5.0,13,Otros,1.0,0,4.0,0
LC012824,2025-12-01,19:43,Tarde,Lunes,Telco,Inbound,AG018,33,355.1,12.3,8,Cancelacion,1.0,0,3.0,0
LC012825,2025-12-01,19:44,Tarde,Lunes,Telco,Chat,AG026,27,355.6,5.6,14,Cancelacion,1.0,0,,0
LC012826,2025-12-01,19:54,Tarde,Lunes,Retail,Outbound,AG042,47,151.8,7.1,9,Cancelacion,1.0,0,,0
LC012827,2025-12-01,19:56,Tarde,Lunes,Banca,Inbound,AG016,1,456.7,5.0,10,Cancelacion,1.0,0,4.0,0
LC012828,2025-12-01,20:38,Noche,Lunes,Telco,Chat,AG022,15,349.9,5.0,14,Facturacion,1.0,1,,0
LC012829,2025-12-01,20:49,Noche,Lunes,Telco,Inbound,AG023,36,0.0,38.7,3,Facturacion,,0,,1
LC012830,2025-12-01,21:14,Noche,Lunes,Telco,Inbound,AG003,45,75.2,123.4,3,Otros,1.0,1,,0
LC012831,2025-12-01,21:16,Noche,Lunes,Banca,Chat,AG003,45,253.8,32.0,8,Facturacion,1.0,0,3.5,0
LC012832,2025-12-01,21:29,Noche,Lunes,Telco,Inbound,AG012,3,115.3,22.6,8,Cancelacion,0.0,0,,0
LC012833,2025-12-01,21:43,Noche,Lunes,Retail,Inbound,AG023,36,437.5,42.9,3,Soporte tecnico,1.0,0,,0
LC012834,2025-12-01,22:04,Noche,Lunes,Banca,Chat,AG011,32,164.1,3622.6,10,Otros,1.0,0,3.5,0
LC012835,2025-12-01,22:57,Noche,Lunes,Telco,Outbound,AG042,47,287.7,5.0,12,Soporte tecnico,1.0,0,5.0,0
LC012836,2025-12-01,23:03,Noche,Lunes,Telco,Outbound,AG029,33,555.8,13.6,9,Soporte tecnico,1.0,0,5.0,0
LC012837,2025-12-01,23:21,Noche,Lunes,Banca,Outbound,AG006,36,0.0,3213.4,9,Facturacion,,0,,1
LC012838,2025-12-01,23:23,Noche,Lunes,Telco,Inbound,AG016,1,302.9,49.3,6,Facturacion,1.0,0,4.0,0
LC012839,2025-12-01,23:35,Noche,Lunes,Banca,Inbound,AG034,31,0.0,5.0,7,Cancelacion,,0,,1
LC012840,2025-12-01,23:41,Noche,Lunes,Retail,Outbound,AG037,18,142.0,5.0,10,Facturacion,1.0,0,4.0,0
LC012841,2025-12-02,00:12,Noche,Martes,Telco,Inbound,AG011,32,210.6,5.0,12,Cancelacion,1.0,0,,0
LC012842,2025-12-02,00:18,Noche,Martes,Telco,Outbound,AG011,32,316.5,5.0,11,Soporte tecnico,1.0,0,,0
LC012843,2025-12-02,00:36,Noche,Martes,Retail,Inbound,AG025,24,0.0,5.0,6,Otros,,0,,1
LC012844,2025-12-02,00:36,Noche,Martes,Telco,Inbound,AG019,19,,5.0,11,Facturacion,1.0,0,2.0,0
LC012845,2025-12-02,00:47,Noche,Martes,Telco,Inbound,AG032,47,426.5,5.0,12,Soporte tecnico,1.0,0,3.0,0
LC012846,2025-12-02,01:35,Noche,Martes,Telco,Inbound,AG008,43,,8.1,12,Soporte tecnico,1.0,0,3.0,0
LC012847,2025-12-02,02:19,Noche,Martes,Retail,Chat,AG012,3,201.3,8.1,11,Facturacion,1.0,0,,0
LC012848,2025-12-02,02:28,Noche,Martes,Retail,Inbound,AG041,1,358.4,5.0,11,Cancelacion,1.0,0,3.5,0
LC012849,2025-12-02,02:35,Noche,Martes,Telco,Inbound,AG035,1,465.9,26.2,5,Soporte tecnico,0.0,0,,0
LC012850,2025-12-02,03:04,Noche,Martes,Banca,Inbound,AG006,36,276.8,5.0,14,Facturacion,1.0,0,1.5,0
LC012851,2025-12-02,03:09,Noche,Martes,Telco,Inbound,AG021,6,80.0,2627.6,6,Soporte tecnico,1.0,0,3.5,0
LC012852,2025-12-02,03:12,Noche,Martes,Banca,Inbound,AG026,27,441.6,7.3,7,Facturacion,1.0,0,2.5,0
LC012853,2025-12-02,03:32,Noche,Martes,Telco,Inbound,AG001,28,248.8,9.7,8,Otros,1.0,0,,0
LC012854,2025-12-02,04:02,Noche,Martes,Telco,Outbound,AG017,5,667.6,5.0,12,Soporte tecnico,1.0,1,4.5,0
LC012855,2025-12-02,04:14,Noche,Martes,Retail,Outbound,AG035,1,0.0,5.0,8,Facturacion,,0,,1
LC012856,2025-12-02,04:23,Noche,Martes,Telco,Chat,AG027,11,223.6,5.0,14,Facturacion,0.0,0,4.5,0
LC012857,2025-12-02,04:26,Noche,Martes,Telco,Outbound,AG002,22,596.7,,12,Cancelacion,,0,,0
LC012858,2025-12-02,05:04,Noche,Martes,Retail,Inbound,AG036,34,121.3,27.8,3,Cancelacion,1.0,0,2.5,0
LC012859,2025-12-02,06:01,Noche,Martes,Banca,Outbound,AG001,28,694.6,26.4,6,Facturacion,1.0,0,3.5,0
LC012860,2025-12-02,06:21,Noche,Martes,Banca,Inbound,AG010,14,298.4,11.8,12,Facturacion,1.0,0,4.5,0
LC012861,2025-12-02,07:00,Manana,Martes,Retail,Inbound,AG031,46,232.7,5.5,9,Otros,1.0,0,,0
LC012862,2025-12-02,07:14,Manana,Martes,Banca,Inbound,AG037,18,0.0,8.9,13,Facturacion,,0,,1
LC012863,2025-12-02,08:01,Manana,Martes,Telco,Inbound,AG005,13,154.2,10.5,2,Facturacion,1.0,0,5.0,0
LC012864,2025-12-02,08:31,Manana,Martes,Telco,Inbound,AG041,1,0.0,170.1,1,Facturacion,,0,,1
LC012865,2025-12-02,08:40,Manana,Martes,Telco,Inbound,AG013,27,311.3,25.7,1,Soporte tecnico,,0,4.5,0
LC012866,2025-12-02,08:46,Manana,Martes,Telco,Chat,AG045,4,428.6,468.9,1,Cancelacion,1.0,0,,0
LC012867,2025-12-02,09:04,Manana,Martes,Banca,Outbound,AG024,33,0.0,242.6,2,Soporte tecnico,,0,,1
LC012868,2025-12-02,09:32,Manana,Martes,Telco,Inbound,AG027,11,328.4,8.7,3,Facturacion,1.0,1,,0
LC012869,2025-12-02,09:56,Manana,Martes,Telco,Inbound,AG001,28,167.7,5.0,3,Soporte tecnico,1.0,0,,0
LC012870,2025-12-02,10:04,Manana,Martes,Telco,Inbound,AG020,36,0.0,5.0,4,Facturacion,,0,,1
LC012871,2025-12-02,10:16,Manana,Martes,Telco,Inbound,AG008,43,323.1,16.0,5,Cancelacion,1.0,0,4.0,0
LC012872,2025-12-02,10:21,Manana,Martes,Banca,Outbound,AG003,45,536.5,56.5,4,Soporte tecnico,1.0,0,3.5,0
LC012873,2025-12-02,10:22,Manana,Martes,Telco,Outbound,AG032,47,35.6,125.7,2,Otros,1.0,0,,0
